,Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
4678,S5678,Maria,Davis,student4678@university.com,Male,21,Engineering,99.3,71.9,57.66,67.35,53.14,9.24,85.57,70.90749999999998,B,19.9,Yes,No,Master's,High,3,6.6
4679,S5679,Liam,Jones,student4679@university.com,Female,21,Mathematics,79.47,89.19,58.15,70.78,91.92,8.47,61.05,70.27499999999999,D,6.9,Yes,Yes,Master's,High,1,4.6
4680,S5680,Maria,Smith,student4680@university.com,Female,20,Business,52.77,71.04,65.47,68.91,94.12,3.98,87.44,74.994,F,6.4,No,Yes,Bachelor's,High,6,5.5
4681,S5681,Ali,Smith,student4681@university.com,Female,23,Business,52.53,53.85,58.85,78.32,89.3,7.65,65.66,66.991,A,9.4,No,Yes,Master's,High,4,9.0
4682,S5682,Ali,Smith,student4682@university.com,Male,20,Business,94.16,79.79,94.92,53.95,91.04,3.13,96.29,83.34700000000001,D,26.7,Yes,Yes,High School,Low,8,8.2
4683,S5683,Maria,Smith,student4683@university.com,Female,19,CS,92.06,87.84,42.52,98.58,78.07,7.3,72.27,71.731,B,13.9,No,Yes,High School,Medium,6,7.5
4684,S5684,Sara,Williams,student4684@university.com,Male,21,Engineering,67.29,59.16,54.07,96.82,63.24,5.17,91.98,73.41749999999999,D,15.9,No,No,Master's,Medium,6,4.1
4685,S5685,John,Jones,student4685@university.com,Male,24,Business,80.9,78.72,88.51,96.72,82.16,4.61,81.41,83.3875,A,14.8,Yes,No,Unknown,Medium,8,5.3
4686,S5686,Omar,Johnson,student4686@university.com,Male,22,Mathematics,74.48,48.82,90.04,93.96,71.98,0.57,98.87,81.071,D,22.9,No,No,Bachelor's,Low,5,6.8
4687,S5687,Ali,Jones,student4687@university.com,Male,18,Mathematics,98.36,60.52,46.69,83.02,50.27,9.65,87.14,69.1975,C,11.5,Yes,No,High School,Low,8,7.6
4688,S5688,Omar,Williams,student4688@university.com,Female,19,Mathematics,97.5,94.55,98.43,61.06,73.84,8.37,86.39,85.435,F,6.7,Yes,No,High School,High,1,7.3
4689,S5689,Sara,Smith,student4689@university.com,Female,24,Engineering,99.19,94.68,81.6,52.47,82.56,7.93,63.24,73.66550000000001,A,14.5,No,Yes,High School,Medium,10,4.9
4690,S5690,Omar,Williams,student4690@university.com,Female,18,Business,93.32,74.52,56.36,54.97,50.69,3.05,75.24,62.679500000000004,C,23.2,Yes,Yes,Bachelor's,Low,2,6.3
4691,S5691,Ahmed,Brown,student4691@university.com,Male,18,Mathematics,95.48,82.14,67.36,66.2,81.07,2.9,64.51,68.001,D,27.9,Yes,Yes,Master's,Low,8,5.0
4692,S5692,Ali,Brown,student4692@university.com,Female,21,Engineering,60.86,91.24,57.83,75.19,82.63,5.73,50.96,65.838,A,6.3,Yes,Yes,Bachelor's,Medium,1,8.6
4693,S5693,Sara,Jones,student4693@university.com,Female,22,Mathematics,91.55,97.51,49.0,99.66,57.91,8.46,85.53,77.50550000000001,D,25.3,No,No,Master's,Low,5,6.8
4694,S5694,Sara,Jones,student4694@university.com,Male,18,Business,85.44,69.39,57.47,71.77,71.55,9.35,61.79,65.9085,F,6.7,No,No,PhD,High,5,6.0
4695,S5695,John,Johnson,student4695@university.com,Female,23,Business,98.14,73.69,74.81,76.23,98.22,2.69,69.87,73.3185,F,13.3,No,Yes,High School,Medium,2,8.6
4696,S5696,John,Johnson,student4696@university.com,Male,24,Business,78.56,64.94,89.56,84.76,94.21,6.07,64.23,76.57000000000001,B,5.6,No,No,Unknown,High,2,8.5
4697,S5697,Ahmed,Brown,student4697@university.com,Female,18,Business,54.26,44.32,61.81,59.04,70.54,7.24,59.98,59.6245,C,27.8,Yes,Yes,Bachelor's,Low,1,6.5
4698,S5698,Sara,Smith,student4698@university.com,Female,19,Business,79.87,65.37,60.87,96.64,67.49,2.26,53.36,63.406000000000006,F,22.7,Yes,No,Bachelor's,Low,4,7.4
4699,S5699,Emma,Williams,student4699@university.com,Female,22,Mathematics,84.33,87.44,68.08,76.45,56.2,4.07,66.89,69.3255,C,14.2,No,No,High School,Low,6,5.6
4700,S5700,Sara,Johnson,student4700@university.com,Male,22,Business,61.02,88.29,78.67,63.81,51.76,1.87,54.09,64.82050000000001,D,14.4,Yes,No,High School,Medium,3,5.5
4701,S5701,John,Davis,student4701@university.com,Female,18,Mathematics,69.71,93.54,85.1,96.76,64.87,6.99,77.02,82.90799999999999,C,21.0,Yes,Yes,Unknown,Low,10,6.7
4702,S5702,Emma,Johnson,student4702@university.com,Female,22,Business,79.93,43.09,59.61,81.27,97.01,8.64,50.98,62.8715,A,7.2,No,No,Unknown,Medium,4,8.2
4703,S5703,Ali,Smith,student4703@university.com,Female,19,Mathematics,68.71,71.63,75.18,74.18,97.93,8.78,97.0,83.9495,B,8.6,No,No,High School,Low,8,7.0
4704,S5704,Ali,Smith,student4704@university.com,Female,24,Business,68.75,46.45,63.36,79.01,90.63,6.7,98.32,76.568,C,26.2,No,Yes,Master's,High,2,6.3
4705,S5705,Omar,Jones,student4705@university.com,Male,19,Mathematics,56.65,52.04,82.98,87.42,67.54,3.47,65.23,69.72200000000001,C,10.1,Yes,No,High School,High,9,7.3
4706,S5706,Maria,Williams,student4706@university.com,Male,19,Business,97.04,94.01,49.88,57.73,57.18,6.61,63.01,63.157,F,23.2,No,Yes,Unknown,Medium,10,8.1
4707,S5707,John,Smith,student4707@university.com,Female,23,Engineering,87.52,69.81,55.42,93.24,79.78,8.64,55.22,67.1765,A,10.6,No,No,High School,Low,6,7.9
4708,S5708,Maria,Johnson,student4708@university.com,Female,21,Mathematics,50.06,85.51,65.56,97.98,82.33,6.26,95.25,83.8515,F,7.2,Yes,No,Unknown,Medium,9,5.9
4709,S5709,Emma,Johnson,student4709@university.com,Female,18,Engineering,88.28,43.86,93.36,78.35,71.23,4.13,79.34,74.66149999999999,C,27.5,No,Yes,PhD,Low,1,8.7
4710,S5710,John,Brown,student4710@university.com,Male,24,Mathematics,86.99,65.01,74.4,84.11,84.58,9.2,80.51,78.179,D,27.5,No,No,Master's,Medium,4,4.1
4711,S5711,Ahmed,Smith,student4711@university.com,Female,22,Mathematics,50.49,80.45,97.92,92.99,87.33,8.35,94.79,91.841,F,20.1,Yes,Yes,Unknown,High,7,6.3
4712,S5712,Sara,Davis,student4712@university.com,Female,19,Mathematics,68.48,48.0,46.2,68.74,89.15,8.82,95.54,71.048,F,16.6,No,Yes,Bachelor's,Medium,10,8.5
4713,S5713,Ahmed,Jones,student4713@university.com,Male,18,CS,80.34,59.55,67.61,99.64,75.11,9.03,91.42,80.233,A,18.8,No,No,Bachelor's,Low,9,7.5
4714,S5714,Emma,Williams,student4714@university.com,Male,24,Business,72.64,43.87,65.14,84.03,89.58,3.94,88.67,72.999,F,15.2,Yes,No,Master's,Medium,1,7.5
4715,S5715,John,Davis,student4715@university.com,Male,24,Engineering,88.9,79.08,76.01,71.2,51.27,8.6,93.86,79.1295,F,23.9,No,Yes,Master's,High,1,4.8
4716,S5716,Liam,Jones,student4716@university.com,Female,18,Engineering,71.27,98.25,88.72,83.87,84.02,5.7,93.8,88.89,B,23.9,No,No,Bachelor's,Low,3,6.9
4717,S5717,Emma,Johnson,student4717@university.com,Male,21,Mathematics,57.69,89.62,90.49,76.08,61.78,0.38,68.43,74.3745,C,25.5,Yes,Yes,PhD,High,6,8.8
4718,S5718,Liam,Davis,student4718@university.com,Male,23,Engineering,98.82,98.48,80.21,55.58,63.53,6.36,98.67,82.2955,A,18.1,Yes,Yes,PhD,Low,5,5.1
4719,S5719,Sara,Jones,student4719@university.com,Female,22,Engineering,62.1,90.74,78.49,89.79,54.57,4.71,85.46,80.15199999999999,F,25.0,No,Yes,Unknown,Low,5,5.6
4720,S5720,Ali,Johnson,student4720@university.com,Male,23,Engineering,85.88,91.31,96.94,78.22,59.62,2.75,68.51,77.55449999999999,C,8.9,Yes,No,Master's,High,9,5.9
4721,S5721,Ali,Johnson,student4721@university.com,Female,24,Engineering,57.16,74.63,63.02,89.79,99.6,9.7,72.1,76.858,A,5.8,Yes,No,Bachelor's,Low,3,5.8
4722,S5722,Emma,Johnson,student4722@university.com,Female,22,CS,66.45,71.1,89.97,57.75,70.77,0.55,84.36,74.47999999999999,F,21.2,No,Yes,Master's,Medium,5,7.1
4723,S5723,Maria,Johnson,student4723@university.com,Male,24,Mathematics,72.1,64.38,95.29,76.92,96.39,9.46,68.05,79.8015,D,7.6,Yes,No,Bachelor's,Low,7,5.2
4724,S5724,John,Johnson,student4724@university.com,Female,19,Engineering,59.61,89.09,69.49,88.33,58.14,1.59,91.33,77.9935,B,18.8,No,Yes,Bachelor's,Medium,2,6.5
4725,S5725,John,Brown,student4725@university.com,Male,19,CS,72.5,50.92,83.75,99.42,60.2,3.77,57.4,68.6135,A,23.0,No,Yes,Unknown,Low,7,6.0
4726,S5726,Ali,Davis,student4726@university.com,Male,18,CS,57.86,43.37,62.62,94.22,77.89,4.17,95.38,74.7815,D,15.2,Yes,Yes,Master's,High,1,7.2
4727,S5727,Omar,Jones,student4727@university.com,Male,22,Mathematics,77.95,96.87,49.53,93.22,67.48,7.31,65.06,70.81700000000001,A,6.1,Yes,No,PhD,Medium,7,5.2
4728,S5728,Ahmed,Brown,student4728@university.com,Female,22,Business,83.19,40.23,75.19,62.37,82.2,2.16,57.64,60.7795,A,27.2,Yes,No,Master's,Low,2,6.8
4729,S5729,Omar,Brown,student4729@university.com,Male,24,Business,53.12,98.61,51.79,91.9,71.1,9.86,92.9,81.434,B,6.1,No,Yes,Bachelor's,High,7,7.7
4730,S5730,Sara,Smith,student4730@university.com,Female,23,Business,93.56,83.73,67.46,58.46,90.58,7.49,61.97,69.58749999999999,D,27.6,Yes,Yes,PhD,Low,3,7.5
4731,S5731,Ahmed,Smith,student4731@university.com,Female,19,Engineering,59.26,59.71,92.37,59.91,71.58,7.9,92.17,79.7945,F,6.3,No,Yes,Bachelor's,Medium,5,8.2
4732,S5732,Ahmed,Smith,student4732@university.com,Female,20,Mathematics,61.27,81.87,45.16,55.51,78.62,1.06,64.81,59.732,C,23.4,Yes,Yes,Master's,Medium,9,8.8
4733,S5733,Emma,Williams,student4733@university.com,Male,18,Business,83.07,89.07,41.83,92.88,66.05,4.76,96.69,75.742,D,28.1,No,No,Bachelor's,Low,1,8.3
4734,S5734,Ali,Smith,student4734@university.com,Female,22,Engineering,73.44,54.72,76.39,55.41,85.2,9.46,60.95,67.152,A,27.7,No,Yes,High School,Medium,6,8.7
4735,S5735,Omar,Jones,student4735@university.com,Female,21,Mathematics,74.97,86.25,59.86,56.91,82.74,2.7,53.48,62.107,D,27.3,Yes,Yes,PhD,High,7,4.1
4736,S5736,Omar,Brown,student4736@university.com,Male,21,Engineering,56.41,88.26,65.08,62.29,69.85,1.45,96.83,75.6115,C,27.1,No,No,Unknown,Medium,10,7.1
4737,S5737,Ali,Jones,student4737@university.com,Male,20,Business,90.29,54.96,64.34,78.63,63.8,4.85,58.28,62.412499999999994,D,17.8,No,No,High School,Low,9,5.3
4738,S5738,Omar,Davis,student4738@university.com,Female,19,Business,80.85,42.52,45.2,94.01,80.71,9.3,97.21,73.6635,C,18.9,No,Yes,Bachelor's,Medium,4,8.0
4739,S5739,Liam,Smith,student4739@university.com,Female,19,CS,56.77,52.25,40.21,70.91,97.16,4.87,91.2,68.0375,B,20.5,Yes,No,Master's,Medium,9,8.1
4740,S5740,Ali,Williams,student4740@university.com,Male,19,CS,68.7,52.04,93.91,77.31,56.63,4.05,54.1,66.79799999999999,A,27.4,Yes,Yes,Bachelor's,Medium,1,4.2
4741,S5741,Emma,Davis,student4741@university.com,Female,23,Mathematics,90.52,43.91,53.07,58.32,89.96,6.5,72.26,62.525999999999996,F,26.0,Yes,Yes,Unknown,Low,4,7.0
4742,S5742,Maria,Williams,student4742@university.com,Female,24,Engineering,78.42,83.56,65.56,63.3,77.15,9.37,53.67,66.92,D,24.6,Yes,Yes,Master's,Low,6,8.3
4743,S5743,Ahmed,Davis,student4743@university.com,Female,21,Engineering,55.43,62.8,98.32,56.7,76.28,0.49,66.49,70.325,B,21.9,Yes,No,PhD,Medium,7,6.9
4744,S5744,Emma,Brown,student4744@university.com,Female,19,Business,68.64,93.06,89.61,70.5,98.08,1.53,67.58,77.78349999999999,D,20.5,Yes,No,PhD,Medium,1,6.1
4745,S5745,John,Jones,student4745@university.com,Male,21,Business,62.13,55.13,46.48,79.52,80.29,1.33,79.98,64.5055,B,28.1,Yes,No,Bachelor's,Medium,1,4.4
4746,S5746,Sara,Johnson,student4746@university.com,Female,20,Mathematics,75.87,67.19,70.51,64.2,91.53,0.85,98.79,76.551,C,9.8,No,Yes,High School,High,9,7.7
4747,S5747,Maria,Jones,student4747@university.com,Male,18,CS,92.17,78.34,83.8,92.3,75.72,3.02,58.49,73.175,B,9.8,No,Yes,Master's,Low,7,4.4
4748,S5748,John,Smith,student4748@university.com,Female,24,Business,71.81,92.65,81.9,99.06,62.49,2.29,66.46,76.5635,C,29.6,Yes,Yes,High School,Low,9,7.0
4749,S5749,Ahmed,Johnson,student4749@university.com,Male,23,Engineering,71.67,71.48,85.65,56.01,84.72,5.49,79.36,75.561,B,18.8,No,No,Bachelor's,Low,5,8.6
4750,S5750,Omar,Williams,student4750@university.com,Female,22,Business,95.27,62.41,67.45,50.89,96.16,3.27,58.57,62.6795,D,17.1,Yes,No,Master's,Low,9,6.1
4751,S5751,Ali,Brown,student4751@university.com,Male,20,CS,78.81,92.02,50.56,89.49,92.06,4.05,85.54,76.7595,F,26.3,No,Yes,PhD,High,5,7.9
4752,S5752,Ahmed,Brown,student4752@university.com,Female,24,Engineering,78.31,58.61,67.89,59.53,59.92,9.42,70.18,66.4495,A,26.2,Yes,No,PhD,Low,6,8.0
4753,S5753,Emma,Williams,student4753@university.com,Male,21,CS,63.1,44.77,78.87,67.66,65.84,1.56,97.48,73.19,F,9.4,No,No,Bachelor's,Medium,8,4.1
4754,S5754,Sara,Smith,student4754@university.com,Female,20,Mathematics,80.39,66.7,76.52,69.71,75.84,3.88,81.49,73.5625,B,9.3,No,Yes,Master's,Low,9,8.6
4755,S5755,Emma,Williams,student4755@university.com,Female,22,Mathematics,78.8,87.11,44.23,95.83,78.58,2.57,68.15,68.0865,C,24.9,No,No,Bachelor's,Medium,10,4.9
4756,S5756,Maria,Davis,student4756@university.com,Male,24,CS,69.84,41.85,43.9,82.94,59.69,5.49,85.97,64.1985,D,24.6,Yes,No,PhD,Low,3,5.4
4757,S5757,Maria,Smith,student4757@university.com,Male,23,Engineering,99.53,75.15,97.92,52.03,61.5,7.36,91.94,80.969,A,10.6,Yes,No,Unknown,High,2,8.4
4758,S5758,Sara,Johnson,student4758@university.com,Male,18,CS,94.09,75.67,49.11,50.74,87.94,8.17,90.02,71.124,A,26.0,No,Yes,High School,High,5,7.4
4759,S5759,Liam,Williams,student4759@university.com,Male,22,Business,87.48,95.71,57.67,59.98,86.52,5.15,63.14,67.94,D,17.0,No,Yes,Bachelor's,High,6,5.9
4760,S5760,John,Smith,student4760@university.com,Male,24,Business,76.87,57.19,86.06,65.91,91.96,8.55,70.85,74.70599999999999,B,16.7,No,No,Unknown,High,8,4.4
4761,S5761,John,Johnson,student4761@university.com,Female,23,CS,73.1,56.73,64.58,74.23,96.65,7.85,72.61,71.16199999999999,A,29.6,Yes,Yes,PhD,High,4,5.9
4762,S5762,Maria,Williams,student4762@university.com,Male,21,Business,59.24,66.43,50.89,91.89,65.41,1.57,69.42,64.6225,D,18.0,Yes,No,Bachelor's,Low,1,8.8
4763,S5763,Maria,Brown,student4763@university.com,Male,22,CS,65.29,61.41,68.03,65.74,92.98,2.45,65.54,66.265,B,8.4,Yes,No,PhD,Medium,4,4.5
4764,S5764,Omar,Williams,student4764@university.com,Female,20,Business,88.7,84.18,74.14,68.83,83.3,6.72,87.64,79.46849999999999,D,12.0,Yes,No,PhD,Medium,10,8.2
4765,S5765,Ali,Jones,student4765@university.com,Male,19,CS,72.69,78.51,67.17,66.47,97.89,9.75,50.61,68.38650000000001,A,13.3,No,Yes,Bachelor's,Low,8,5.6
4766,S5766,Omar,Williams,student4766@university.com,Male,20,Business,94.11,85.54,95.14,50.45,63.6,3.76,64.68,71.8275,F,29.0,Yes,No,Unknown,Medium,2,7.3
4767,S5767,Omar,Jones,student4767@university.com,Male,21,Engineering,57.4,89.2,57.08,97.76,63.48,2.3,57.08,66.93599999999999,A,11.6,No,No,Bachelor's,Medium,10,7.2
4768,S5768,Liam,Johnson,student4768@university.com,Female,24,Engineering,75.42,95.38,79.68,56.95,85.21,8.69,56.44,72.56750000000001,A,15.8,No,Yes,PhD,Medium,8,5.6
4769,S5769,John,Williams,student4769@university.com,Male,18,Business,82.35,65.86,46.74,64.38,96.42,2.0,63.85,61.018,F,23.7,Yes,No,Master's,Low,4,4.3
4770,S5770,Liam,Johnson,student4770@university.com,Female,22,CS,75.84,99.08,63.54,56.47,91.23,6.97,88.11,78.2585,B,11.9,Yes,Yes,PhD,Low,2,4.7
4771,S5771,Liam,Johnson,student4771@university.com,Female,24,Business,94.46,52.94,84.46,74.53,86.35,0.34,98.47,78.58149999999999,D,22.5,Yes,Yes,Bachelor's,Medium,4,6.8
4772,S5772,Sara,Smith,student4772@university.com,Male,18,Mathematics,99.48,82.86,53.49,96.61,69.37,0.19,75.73,70.04400000000001,B,10.2,Yes,No,Unknown,Low,1,8.7
4773,S5773,John,Johnson,student4773@university.com,Female,21,Mathematics,55.79,72.04,75.39,55.04,85.89,4.52,66.95,68.8435,B,11.1,Yes,Yes,PhD,High,10,8.6
4774,S5774,Ali,Johnson,student4774@university.com,Male,22,CS,56.5,89.01,49.21,72.04,90.05,6.57,91.46,76.188,D,29.7,No,Yes,Unknown,High,7,4.6
4775,S5775,Emma,Williams,student4775@university.com,Male,23,Business,56.52,68.61,46.16,51.12,87.66,1.42,53.36,54.98349999999999,B,14.2,No,Yes,Unknown,Medium,3,8.4
4776,S5776,Maria,Williams,student4776@university.com,Male,23,Business,84.06,87.04,71.39,88.54,83.84,7.64,54.66,72.7865,C,23.2,Yes,No,High School,High,4,5.2
4777,S5777,Maria,Brown,student4777@university.com,Male,24,Engineering,68.63,95.81,80.5,82.06,52.36,1.29,67.27,72.8675,A,26.0,No,Yes,Unknown,High,3,8.5
4778,S5778,Ali,Smith,student4778@university.com,Male,20,CS,86.67,83.94,46.8,84.98,82.99,5.34,72.42,69.733,C,13.7,No,Yes,PhD,Low,8,7.8
4779,S5779,Liam,Johnson,student4779@university.com,Female,24,Mathematics,70.27,86.57,95.07,73.62,73.91,3.08,89.89,83.69399999999999,D,13.9,Yes,Yes,PhD,High,3,8.8
4780,S5780,Omar,Smith,student4780@university.com,Female,20,Mathematics,81.38,44.03,53.55,95.38,98.08,7.52,96.26,76.74499999999999,F,24.3,No,No,Bachelor's,Medium,7,6.2
4781,S5781,Sara,Jones,student4781@university.com,Female,21,CS,88.49,52.3,47.2,70.48,80.36,8.04,76.56,65.241,F,20.2,No,No,Bachelor's,High,2,7.7
4782,S5782,Liam,Johnson,student4782@university.com,Female,23,Mathematics,77.41,98.46,52.16,75.7,80.41,0.66,74.78,69.969,D,14.0,No,Yes,Unknown,High,10,7.7
4783,S5783,Maria,Smith,student4783@university.com,Male,22,CS,76.98,81.59,50.17,84.76,99.7,1.93,60.65,66.625,D,23.7,Yes,Yes,Master's,High,9,6.5
4784,S5784,Ahmed,Brown,student4784@university.com,Male,23,Mathematics,54.41,73.69,45.44,76.03,54.68,8.93,72.56,65.519,B,26.6,Yes,Yes,PhD,Low,6,8.9
4785,S5785,Omar,Brown,student4785@university.com,Female,20,Mathematics,70.54,62.02,87.87,59.47,63.82,4.16,96.18,77.507,A,10.9,No,Yes,Unknown,Low,3,5.2
4786,S5786,Maria,Johnson,student4786@university.com,Male,24,CS,77.29,42.66,69.73,65.85,82.8,4.77,69.64,65.26599999999999,C,5.6,Yes,No,Bachelor's,Low,8,8.9
4787,S5787,Ahmed,Jones,student4787@university.com,Female,21,CS,73.1,62.15,63.31,54.61,65.76,1.68,60.53,58.9165,D,11.9,No,No,PhD,High,8,8.1
4788,S5788,Liam,Brown,student4788@university.com,Female,23,Mathematics,95.04,69.93,97.04,71.63,67.31,9.95,66.86,77.25800000000001,F,21.9,No,No,High School,Low,6,7.1
4789,S5789,Ali,Brown,student4789@university.com,Female,21,Mathematics,95.33,52.69,62.26,80.47,94.63,9.23,75.73,72.33600000000001,A,27.9,Yes,Yes,Bachelor's,Low,4,4.4
4790,S5790,Ali,Jones,student4790@university.com,Female,23,Engineering,91.1,50.39,50.02,55.93,78.97,0.02,79.93,60.339,A,26.6,Yes,Yes,High School,Low,3,5.3
4791,S5791,Omar,Smith,student4791@university.com,Male,24,Business,68.76,70.5,56.44,81.53,55.14,5.51,71.62,66.6695,B,10.6,Yes,Yes,PhD,Medium,9,8.2
4792,S5792,Maria,Brown,student4792@university.com,Male,18,CS,85.86,75.15,54.34,94.64,65.54,8.72,87.93,76.3465,F,27.0,No,No,Master's,Medium,5,7.6
4793,S5793,John,Williams,student4793@university.com,Female,24,CS,69.76,54.4,69.92,66.89,53.8,4.31,79.22,66.9745,A,25.3,Yes,No,Unknown,High,4,8.8
4794,S5794,Ahmed,Davis,student4794@university.com,Female,23,Business,61.63,75.24,57.49,61.1,77.81,4.37,83.25,69.7645,F,23.4,No,No,Unknown,High,9,6.0
4795,S5795,Sara,Davis,student4795@university.com,Female,20,Engineering,67.15,94.02,70.96,94.65,58.66,3.79,93.15,81.7465,C,22.2,Yes,Yes,Master's,Low,7,8.5
4796,S5796,Maria,Brown,student4796@university.com,Female,24,Mathematics,53.55,68.39,80.16,84.6,92.86,0.29,93.28,80.4035,F,25.2,Yes,Yes,Unknown,Medium,3,8.3
4797,S5797,Sara,Smith,student4797@university.com,Female,22,Mathematics,66.59,91.44,86.64,55.27,78.87,7.9,60.18,73.5575,A,26.5,Yes,Yes,Unknown,High,6,8.8
4798,S5798,Maria,Smith,student4798@university.com,Male,20,Engineering,73.04,95.64,82.61,70.41,52.97,4.57,81.17,77.493,F,25.5,Yes,No,High School,High,8,5.4
4799,S5799,John,Johnson,student4799@university.com,Female,20,Engineering,97.77,45.54,52.34,83.7,65.04,5.31,85.83,67.379,F,8.0,No,Yes,Unknown,Low,5,6.5
4800,S5800,John,Williams,student4800@university.com,Female,20,Business,65.67,45.75,46.95,78.72,80.82,2.56,57.29,56.957,F,23.1,Yes,Yes,High School,Medium,2,4.4
4801,S5801,Omar,Smith,student4801@university.com,Male,21,Business,95.12,68.56,72.55,80.93,66.77,7.84,92.14,78.8,A,26.0,No,No,Unknown,Medium,8,7.0
4802,S5802,Omar,Jones,student4802@university.com,Male,19,Mathematics,61.44,75.29,51.93,78.36,75.66,7.94,59.02,65.272,C,9.6,No,No,Unknown,High,2,7.7
4803,S5803,John,Williams,student4803@university.com,Male,19,Engineering,59.55,65.55,45.1,89.9,95.47,5.53,89.96,73.8925,F,10.3,Yes,No,Bachelor's,Low,1,5.2
4804,S5804,Emma,Davis,student4804@university.com,Male,18,Engineering,75.95,59.59,71.63,66.02,67.5,9.05,58.07,65.445,C,24.6,No,No,Master's,High,5,4.8
4805,S5805,John,Williams,student4805@university.com,Male,20,Mathematics,83.63,78.46,59.61,85.42,66.79,1.16,87.09,72.87049999999999,A,13.6,No,Yes,Bachelor's,Low,5,7.2
4806,S5806,Ali,Jones,student4806@university.com,Male,19,Mathematics,52.22,40.12,85.37,99.55,90.99,7.87,57.41,72.55,D,15.0,No,No,Unknown,Medium,1,6.0
4807,S5807,Ali,Brown,student4807@university.com,Male,18,Mathematics,61.05,98.08,58.85,69.5,65.94,5.59,68.94,69.9205,F,14.4,Yes,Yes,High School,High,6,6.1
4808,S5808,Emma,Jones,student4808@university.com,Male,21,Mathematics,72.78,53.92,98.72,89.55,53.9,2.31,57.18,69.8995,C,10.3,Yes,Yes,Unknown,Low,7,6.4
4809,S5809,Liam,Jones,student4809@university.com,Male,20,Mathematics,66.55,95.03,85.51,62.31,59.05,1.32,63.54,70.6055,F,28.5,Yes,No,PhD,Low,9,6.6
4810,S5810,Ahmed,Brown,student4810@university.com,Female,22,Business,85.63,46.54,43.46,64.09,97.44,3.01,99.23,68.47749999999999,B,25.1,Yes,No,PhD,Low,9,5.0
4811,S5811,Liam,Brown,student4811@university.com,Male,21,Mathematics,75.56,54.29,70.53,96.74,96.66,8.56,55.38,70.84700000000001,B,11.3,No,Yes,PhD,High,2,6.9
4812,S5812,Sara,Brown,student4812@university.com,Female,18,Engineering,58.02,54.09,73.76,51.3,61.24,7.88,70.32,65.4085,A,7.7,No,No,PhD,High,8,4.3
4813,S5813,Liam,Brown,student4813@university.com,Female,21,CS,94.72,99.77,81.72,60.87,77.68,6.45,83.85,80.67399999999999,C,14.3,Yes,No,Unknown,High,9,4.6
4814,S5814,Maria,Brown,student4814@university.com,Female,22,Business,64.65,40.28,69.87,74.15,56.87,0.9,54.73,57.188,C,15.4,No,No,PhD,Medium,4,7.6
4815,S5815,Liam,Jones,student4815@university.com,Female,21,Engineering,86.56,78.38,69.01,70.09,83.73,9.55,55.45,69.306,F,5.2,No,Yes,Master's,Low,7,7.7
4816,S5816,Maria,Johnson,student4816@university.com,Female,18,CS,89.0,92.18,62.08,81.46,59.27,3.05,57.16,66.166,B,27.2,No,Yes,Unknown,Low,5,5.3
4817,S5817,Emma,Johnson,student4817@university.com,Female,22,Business,98.16,80.34,56.29,59.64,52.49,6.07,82.25,68.02850000000001,F,26.3,Yes,No,Bachelor's,Low,1,4.9
4818,S5818,Ali,Smith,student4818@university.com,Female,22,Mathematics,74.93,61.76,96.77,53.53,91.24,8.03,95.47,83.26599999999999,F,26.3,No,No,Unknown,Low,10,4.3
4819,S5819,Omar,Johnson,student4819@university.com,Female,21,Business,80.79,97.5,59.06,68.47,66.27,1.33,91.3,74.3425,A,25.1,Yes,Yes,High School,Medium,8,6.1
4820,S5820,Maria,Davis,student4820@university.com,Male,22,Mathematics,66.74,93.61,43.81,76.22,55.43,6.52,99.15,74.975,D,23.3,Yes,No,Master's,Low,2,6.5
4821,S5821,Ali,Johnson,student4821@university.com,Female,24,Mathematics,83.91,66.04,50.04,78.1,91.7,0.32,78.91,67.134,A,20.9,No,No,Unknown,Medium,3,8.5
4822,S5822,Ahmed,Jones,student4822@university.com,Female,21,Mathematics,73.17,74.4,91.44,80.07,88.12,1.02,98.07,84.7735,A,29.0,No,Yes,Bachelor's,High,5,4.0
4823,S5823,Sara,Brown,student4823@university.com,Female,20,CS,71.88,98.05,75.2,77.43,84.19,7.23,65.25,76.731,A,22.8,No,Yes,High School,High,7,6.0
4824,S5824,Ahmed,Brown,student4824@university.com,Female,22,Business,92.77,98.95,86.73,62.29,95.56,1.55,71.08,77.52349999999998,F,20.8,No,Yes,High School,Low,5,6.1
4825,S5825,Emma,Jones,student4825@university.com,Male,21,Mathematics,52.51,66.99,88.53,88.23,74.46,4.44,69.8,76.02149999999999,F,24.7,No,Yes,Bachelor's,High,10,8.4
4826,S5826,Liam,Davis,student4826@university.com,Female,20,Engineering,94.1,90.84,89.39,54.39,56.4,2.48,52.37,66.72300000000001,F,11.2,Yes,No,Bachelor's,Low,4,5.0
4827,S5827,Liam,Johnson,student4827@university.com,Male,22,Business,92.6,58.12,73.04,59.92,53.07,4.21,91.49,70.825,F,29.2,Yes,Yes,Bachelor's,Medium,2,4.3
